date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:05	274/274	U-----	200	untouched ('OK')	text/plain	etag:%226154cb6d-112%22	http://grav.dahlo.se/robots.txt		(from )
13:57:05	15142/15142	U-----	200	untouched ('OK')	text/html	etag:%2230edf05fde4708f1cc300562280d43a5%22	http://grav.dahlo.se/	grav.dahlo.se/index.html	(from )
13:57:06	11782/11782	U-----	200	untouched ('OK')	text/html	etag:%22b9ff57095871ebf70ac6fe918a2a0de6%22	http://grav.dahlo.se/support/general-information	grav.dahlo.se/support/general-information.html	(from http://grav.dahlo.se/)
13:57:06	11758/11758	U-----	200	untouched ('OK')	text/html	etag:%22c79cc2f48606130c419a7b8d5b25ef83%22	http://grav.dahlo.se/support/drop-in	grav.dahlo.se/support/drop-in.html	(from http://grav.dahlo.se/)
13:57:06	11740/11740	U-----	200	untouched ('OK')	text/html	etag:%22776b37147e99ae727a9084a0650787dc%22	http://grav.dahlo.se/infrastructure	grav.dahlo.se/infrastructure.html	(from http://grav.dahlo.se/)
13:57:06	11768/11768	U-----	200	untouched ('OK')	text/html	etag:%2204062127ee31c4d9d915b2dc24849b3f%22	http://grav.dahlo.se/support/consultation	grav.dahlo.se/support/consultation.html	(from http://grav.dahlo.se/)
13:57:07	11789/11789	U-----	200	untouched ('OK')	text/html	etag:%22dddae18adae3452b833c4bac8a25917a%22	http://grav.dahlo.se/infrastructure/general-information	grav.dahlo.se/infrastructure/general-information.html	(from http://grav.dahlo.se/)
13:57:07	11761/11761	U-----	200	untouched ('OK')	text/html	etag:%2293ae2af2a7456cd6f996ab795c38c923%22	http://grav.dahlo.se/infrastructure/tools	grav.dahlo.se/infrastructure/tools.html	(from http://grav.dahlo.se/)
13:57:07	11789/11789	U-----	200	untouched ('OK')	text/html	etag:%22410f117ffb71551aba4e19e43ede0497%22	http://grav.dahlo.se/infrastructure/compute-and-storage	grav.dahlo.se/infrastructure/compute-and-storage.html	(from http://grav.dahlo.se/)
